City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Ludhiana,197,89.0671,165.9385,48.5554,1.8476,37.3107,91.388,33.7051,46.725,8.3847,0.0,1006.3883,74424,9.7546,88
Vadodara,124,67.4801,122.7733,31.567,1.5432,25.2488,60.1397,37.2917,41.1037,12.2623,0.0,1006.9953,93135,8.1339,56
Chennai,123,44.0396,4.4918,53.376,3.9633,16.1694,54.6657,25.4504,86.3434,16.1822,22.814,1009.2514,534594,5.8075,52
Jaipur,138,71.7953,105.876,35.0445,1.8878,21.2308,98.9681,36.3146,40.4618,5.795,0.0,1007.0881,95710,4.5906,64
Nagpur,96,54.5557,97.3427,26.7403,1.5736,18.3706,72.2268,37.1186,43.8942,9.693,0.0,1004.6825,86002,5.0456,37
Kolkata,205,90.6922,142.587,47.0606,3.6006,15.2527,84.9655,24.7173,44.2049,9.1828,0.0,1011.0794,343425,3.6027,89
Delhi,212,93.7151,166.0544,56.6524,4.1561,18.1876,78.0353,12.3304,62.1249,9.5822,0.0,1013.2333,393242,4.801,92
Rajkot,70,34.3563,71.1208,21.5521,1.2631,9.3943,54.2663,27.489,42.577,10.8527,0.0,1009.2191,91623,2.5792,21
Delhi,191,87.9743,142.9602,42.7097,3.3897,18.5966,75.1769,21.3611,38.1133,9.3109,0.0,1011.576,296467,4.5662,87
Kolkata,197,88.8282,142.0946,49.9321,3.4915,18.5427,79.3157,24.0212,50.2195,10.0025,0.0,1013.6264,333347,5.3601,88
Mumbai,96,48.4281,94.5539,29.8966,1.5566,13.8233,45.6657,30.9314,78.4635,15.3555,0.0,1011.6165,158591,5.3572,38
Delhi,125,67.232,90.0143,36.3663,2.7269,13.8162,54.7666,20.5213,54.4084,14.8078,0.0,1007.3404,324131,4.7481,57
Mumbai,233,100.5855,169.8253,60.8102,4.2606,20.2824,89.0046,25.8352,83.1484,11.1925,0.0,1007.8387,440723,6.7494,96
Bhopal,54,27.486,46.4382,23.7708,1.0883,12.0069,41.4321,18.4148,45.6219,13.6297,12.0828,1014.6998,79759,3.9298,15
Surat,123,66.9266,130.0387,33.8962,1.6253,25.3129,70.2794,33.2299,78.7841,10.1899,0.0,1008.0574,84995,7.2252,59
Patna,95,44.8603,95.1378,24.6083,1.0365,16.0807,48.8899,27.2297,39.9284,13.5465,0.0,1009.6847,90133,5.7031,33
Agra,57,30.3435,31.0841,26.896,1.1661,16.1361,42.9679,16.3232,46.2988,11.3408,17.4333,1008.8992,85743,4.4037,16
Delhi,122,66.8104,103.5474,39.2962,2.97,9.4806,77.0518,35.673,36.2054,11.342,0.0,1014.8921,324219,2.7568,54
Rajkot,67,4.5095,7.5423,23.2006,1.1184,12.4076,62.9753,32.2006,37.1089,8.6235,47.2297,1007.3935,56161,3.1499,12
Bangalore,165,79.6272,124.4338,36.658,2.5185,19.2271,65.8793,17.5108,57.3623,7.0268,0.0,1008.0506,168753,4.6528,79
Indore,51,31.6219,53.3409,18.6808,0.8431,9.3935,53.1184,37.7046,41.2453,14.7828,0.0,1012.738,60581,3.9206,15
Meerut,65,37.5482,56.5405,15.8058,0.9578,10.7202,37.1328,23.7086,44.0872,11.6214,0.0,1005.2074,47783,3.2746,19
Mumbai,83,38.4375,70.2861,21.638,1.6994,7.4243,26.259,31.5762,74.3067,27.2317,0.0,1011.6995,285518,4.1414,30
Bhopal,56,32.0338,52.2359,17.2178,0.7162,13.3949,28.7925,24.7951,46.7701,18.2879,0.0,1010.9395,57225,5.0543,15
Nagpur,65,35.0152,47.9636,15.065,1.3319,3.2529,29.8115,19.7847,50.9818,12.2762,0.0,1011.7719,127192,0.7953,20
Varanasi,63,33.6116,63.0526,12.9869,0.7896,8.2613,31.3347,24.0971,47.1866,15.2712,0.0,1010.6547,94611,2.7495,19
Mumbai,259,107.2888,173.6746,63.2725,5.1346,19.0093,88.9038,29.0308,81.6321,10.4224,0.0,1010.3885,510940,5.0781,98
Mumbai,109,53.5854,94.9791,36.4873,2.6598,12.0402,38.6835,31.88,76.78,21.1448,1.506,1007.4362,389756,5.5106,47
Varanasi,45,5.054,13.8417,18.1306,0.899,10.383,29.075,14.2618,51.5648,12.3532,37.6781,1011.0391,71688,3.0763,9
Kolkata,287,116.3674,187.8719,62.9523,4.916,21.4136,75.764,15.2073,59.8776,10.4444,0.0,1007.4863,489746,6.1963,99
Jaipur,61,31.4167,58.8228,17.4368,0.6957,11.1455,40.3954,29.8739,41.4083,12.5561,0.0,1009.8836,50667,3.5657,16
Surat,79,44.979,81.7729,25.2469,1.1694,16.5794,37.8144,29.5495,77.4245,18.2629,0.0,1007.765,93393,7.3955,31
Vadodara,102,50.1586,24.5724,42.0889,1.998,32.1218,75.3012,28.4923,47.2116,10.2225,20.1951,1011.7085,107603,9.3187,37
Jaipur,74,43.337,74.656,19.9814,1.177,12.0429,46.6051,23.0247,59.429,9.7874,0.0,1011.8302,77681,3.1859,26
Delhi,235,100.5837,158.9684,57.6933,4.2366,18.1052,101.8332,23.4799,45.7933,7.0761,0.0,1010.573,346201,4.2086,95
Surat,204,91.4347,126.0525,40.0571,1.5917,32.3906,65.4746,27.8143,69.9849,10.7052,0.0,1008.3366,81852,10.0,91
Hyderabad,92,52.0607,91.954,29.5315,1.5877,16.0181,45.4224,11.9723,41.2539,9.6364,0.0,1013.0875,118363,3.8416,34
Indore,92,54.8649,90.214,32.5129,1.6281,14.5881,69.3064,19.2228,48.5504,6.194,0.0,1010.4124,90885,3.3255,36
Hyderabad,212,94.285,143.0768,50.2271,3.7498,19.9297,75.4252,6.9863,54.7722,7.6188,0.0,1012.9331,286594,5.145,92
Mumbai,107,54.8741,82.748,34.8214,2.5649,7.2938,39.303,24.1157,73.2491,19.8098,0.0,1008.8531,387258,3.0422,46
Surat,87,53.0293,82.9166,24.0531,1.012,17.2724,37.8766,27.1841,83.3915,17.7734,0.0,1010.746,82293,7.0369,38
Nashik,225,97.679,168.6857,45.7906,2.2231,36.8613,86.6952,18.7729,49.8809,6.2307,0.0,1017.581,96002,8.6597,94
Delhi,197,89.1534,155.0885,53.2411,3.507,19.237,68.0161,9.451,57.4022,9.2715,0.0,1009.48,316678,5.4708,89
Bangalore,129,67.7311,120.1552,38.9678,2.3419,18.9332,55.4804,22.8454,43.0563,13.7249,0.0,1009.8736,242958,6.3536,57
Vadodara,99,59.9011,86.6351,33.3676,1.5605,21.2866,64.1594,25.8747,39.2729,9.719,4.795,1011.3418,101335,6.1606,40
Surat,96,57.9482,83.6664,24.2607,1.3681,18.243,44.8494,26.5315,83.8874,13.5425,0.0,1006.9308,101872,5.9903,43
Nagpur,66,38.9051,56.2428,19.0166,1.0999,13.1476,35.1863,21.1887,53.6833,14.3092,2.7476,1011.1857,80673,4.6492,21
Ludhiana,134,69.8228,120.1023,35.8007,1.618,25.609,61.0326,17.8102,53.246,11.0,0.0,1010.0224,105041,8.0371,62
Pune,74,45.8883,62.4512,20.7842,1.2897,11.9359,42.6764,21.4319,47.8592,13.7833,0.0,1012.8809,96206,3.9077,26
Surat,114,63.0399,107.6339,32.1015,1.1739,26.1335,42.7063,23.5463,82.9657,12.8119,0.0,1013.615,75452,8.5835,52
Srinagar,104,61.5306,108.1613,32.274,1.8108,19.4315,80.2698,23.1507,60.479,5.4824,0.0,861.9105,87673,4.058,46
Bhopal,95,57.7596,92.3092,31.0092,1.571,15.3494,78.9389,31.0448,38.7286,7.7653,0.0,1011.5749,103491,3.6481,37
Thane,124,66.9478,111.1231,31.1934,1.3708,23.0368,42.9798,18.223,48.8843,12.1899,0.0,1010.9239,82511,7.7306,56
Bangalore,193,87.942,139.1704,51.5354,4.381,10.1387,100.2625,34.2457,40.2213,8.8498,0.0,1010.5412,410986,2.4736,87
Rajkot,80,47.0507,63.1785,22.5528,1.382,10.8949,65.9355,26.6976,36.5007,8.3632,0.0,1006.6772,71497,2.767,26
Mumbai,117,65.5636,112.2124,37.8237,3.0226,13.4943,42.7578,23.9711,76.8722,16.5601,0.0,1012.31,381748,4.9067,56
Ludhiana,114,64.1488,95.8411,31.9539,1.3576,24.4958,68.2127,30.6809,43.6684,9.7096,0.0,1009.6094,59971,7.1139,50
Varanasi,93,52.4179,95.3045,29.5822,1.3902,16.3733,52.4756,13.6893,52.1084,8.2498,0.0,1011.1365,85402,4.392,37
Delhi,270,111.1248,182.2519,60.1838,4.2883,23.4176,104.6208,32.8667,44.6519,8.5308,0.0,1008.6543,362871,6.4435,98
Ludhiana,127,68.4508,139.334,35.5102,1.6938,28.5457,48.3435,18.0403,54.8468,12.3271,0.0,1013.8474,101917,9.4234,59
Varanasi,109,63.181,107.9981,32.7993,1.8178,21.9799,79.445,35.9361,44.477,7.3749,0.2278,1005.8105,99808,5.1378,47
Bangalore,201,90.7198,132.526,48.1884,3.9317,14.4974,60.8457,17.0351,47.4599,12.6347,0.0,1012.6749,438973,4.5263,90
Jaipur,71,38.5677,70.7019,22.395,1.0399,12.3404,36.2419,17.7365,46.65,13.8836,0.0,1013.009,76117,4.1633,22
Rajkot,110,62.6161,92.7575,31.0123,1.8585,17.7132,85.9477,30.719,39.866,5.9963,1.2175,1008.6661,103228,3.7191,46
Varanasi,89,53.0937,89.9952,30.3018,1.8231,13.5534,81.3149,33.4808,32.4578,7.6939,0.0,1008.389,113779,3.0054,33
Delhi,161,78.3571,138.3253,48.4951,3.8138,13.837,62.0427,20.2289,45.6978,14.2469,0.0,1011.5875,462584,4.4704,76
Ahmedabad,166,79.7718,130.9003,37.9713,1.8113,26.0327,62.2839,16.1443,50.3305,8.079,0.0,1013.1935,101623,6.59,78
Patna,49,28.5488,42.3839,13.2832,1.0195,5.747,42.5881,24.3805,51.9807,10.4266,0.0,1009.715,96031,1.3936,15
Patna,97,49.5971,98.8698,27.4847,1.4607,13.7855,45.2767,8.6755,63.9946,7.6339,0.0,1014.5839,109396,3.1189,39
Kolkata,225,97.4334,163.5495,47.799,3.1625,20.6927,102.5602,35.864,37.5564,7.1943,0.0,1009.0342,252989,4.9335,94
Hyderabad,301,120.5643,192.5995,68.9983,5.1813,19.6747,140.1996,36.4966,28.9027,7.1759,0.0,1009.3511,428825,4.7567,99
Indore,79,26.564,28.1032,20.7517,1.605,6.1766,53.9384,22.1173,44.2081,6.6815,12.8592,1013.8359,108376,1.2594,22
Agra,67,31.7805,67.4655,18.2534,0.9572,9.5302,32.8137,15.3313,56.9366,10.1738,0.0,1010.9213,58373,2.5319,20
Indore,47,21.9335,46.1278,13.9987,0.842,6.0952,30.6527,25.5917,46.1679,14.9865,0.0,1009.6707,69267,2.0928,12
Bangalore,175,82.3301,137.7878,41.6565,2.3946,20.9692,75.5401,32.0637,35.5606,11.1623,0.0,1008.1648,205489,6.5213,80
Mumbai,117,64.3593,109.771,39.6242,2.8113,11.8467,40.7713,30.88,70.4197,22.4841,0.0,1011.1248,482026,5.6601,53
Chennai,218,94.9664,158.9597,54.4584,4.0905,20.2699,79.1312,27.9134,81.6894,11.4378,0.0,1012.5532,428087,6.0331,94
Surat,106,58.1237,107.272,23.4361,0.881,20.2621,30.8319,28.3973,81.5921,20.9093,0.0,1007.5862,36599,10.0,47
Kolkata,179,82.7513,139.8657,51.6979,4.0863,15.2241,100.4936,37.7419,29.1976,9.1011,0.0,1011.2801,389650,3.6938,80
Hyderabad,101,46.5899,90.969,30.477,2.1016,10.7391,56.9868,39.7245,39.8985,15.5998,0.0,1005.6803,240773,3.4489,36
Indore,97,59.0435,98.4948,29.4609,1.5127,20.6912,70.8335,27.1642,44.0762,8.7414,0.0,1010.5807,71137,5.2099,40
Meerut,103,58.8747,107.3039,28.6076,1.4177,21.0471,72.9226,23.2813,44.7645,7.0981,0.0,1008.6599,61777,4.9397,43
Lucknow,56,34.677,47.7928,15.0369,1.1007,9.0204,37.9473,27.6136,42.7697,11.575,0.0,1011.3376,73673,2.7245,17
Jaipur,78,45.9213,64.5737,21.6925,1.4299,9.8977,44.4911,14.5621,46.8956,9.2899,0.0,1012.8173,88299,2.5442,26
Mumbai,150,74.7187,120.6593,42.7274,2.9859,17.6364,45.6433,28.7473,85.3273,17.9808,0.0,1007.4635,402269,7.2037,74
Ludhiana,186,85.4347,136.5924,38.4637,1.7434,33.0823,71.1694,16.3301,51.4225,7.4091,0.0,1014.8142,68229,8.0653,85
Vadodara,176,82.4543,147.2357,37.8651,1.7452,31.1004,68.5567,22.2035,49.4019,10.1034,0.0,1006.5022,94818,8.99,82
Varanasi,96,44.8287,95.0096,20.4288,1.0949,14.861,49.6979,19.6542,52.0693,8.1401,0.0,1011.4219,48848,3.8204,34
Surat,108,61.9941,111.1847,26.5345,0.9431,23.8659,35.5459,25.8451,74.2818,17.8522,0.0,1009.7175,52226,10.0,49
Srinagar,108,57.6417,109.2068,34.9271,1.6089,19.8104,67.4274,16.2332,75.7369,6.4733,0.0,858.7802,82029,4.2925,47
Indore,80,37.1755,59.655,24.1358,1.5557,7.6409,61.2105,25.7533,45.2917,7.9379,0.0,1008.11,102049,1.2312,24
Agra,86,45.8708,82.6516,24.7702,1.0208,17.3656,49.403,27.1299,54.0926,13.0878,0.0,1010.0399,69738,5.3219,29
Srinagar,94,17.6344,13.6067,34.3676,1.86,22.6327,66.6793,11.9484,71.154,6.3928,34.0699,860.8046,101606,5.1463,27
Meerut,61,35.5933,59.2249,14.3823,0.8981,6.5773,39.1671,29.6169,43.5166,13.6854,0.0,1006.3622,73258,2.5209,18
Bangalore,118,61.9235,60.2206,52.2083,3.5366,22.3369,89.1077,22.3927,49.3626,8.2301,13.9681,1009.8736,275959,6.146,52
Vadodara,139,71.4312,108.9098,34.4096,1.655,26.8312,59.4433,27.3539,45.0708,11.7876,0.0,1006.6013,95311,8.6615,64
Nagpur,75,43.437,79.0205,21.5916,1.3006,10.129,41.6397,20.1941,43.2381,11.2333,0.0,1010.4605,78457,3.436,26
Vadodara,97,55.9441,98.9917,34.3193,1.0861,24.4755,60.8304,28.5682,45.235,10.6374,0.0,1010.7199,64603,6.9184,39
Pune,74,42.9268,56.0076,20.5794,0.9413,9.094,44.1785,25.2313,45.1032,12.5405,0.0,1008.1471,71096,2.8218,23
Hyderabad,211,92.7834,150.5139,52.4093,3.9497,19.2333,94.8735,29.4828,45.2506,8.9619,0.0,1009.8984,342058,5.078,91
Ludhiana,152,76.4623,111.7766,33.1781,1.441,29.174,61.6865,29.1925,47.2177,11.3787,0.0,1009.9217,68601,8.7372,73
Patna,93,52.2156,95.1247,24.5551,1.4656,12.9928,53.7061,20.2609,52.106,9.8737,0.0,1010.3574,105587,3.4613,36
Kolkata,108,62.2424,100.6456,32.3635,2.2753,15.4454,50.5246,26.7401,36.8914,15.8844,0.0,1007.9171,252213,5.9353,44
Delhi,249,105.4808,176.2228,62.9242,4.9058,19.0889,110.1631,31.5783,48.1377,8.6854,0.0,1009.9057,441906,5.2245,97
Srinagar,93,56.9052,82.6434,27.3088,1.215,17.8065,37.7051,4.4615,76.4351,7.4829,0.0,859.5002,60792,3.8478,41
Varanasi,89,47.7604,86.1446,24.7762,1.3428,13.2779,88.1002,46.32,34.7126,7.4457,0.0,1009.7309,71425,2.9736,30
Indore,84,42.1545,85.7151,25.4378,1.292,9.6348,82.9995,44.3609,26.1506,9.8566,0.0,1006.5467,104271,2.5282,27
Indore,82,44.81,82.4124,22.981,1.4286,15.0908,50.3926,20.9545,37.3043,10.0907,3.6007,1013.2305,86206,4.5969,27
Srinagar,70,41.9293,68.8611,20.5249,1.3397,12.3719,34.5291,11.3261,69.0925,9.2581,0.0,863.8228,74801,3.294,24
Vadodara,104,60.0263,108.1284,30.3921,1.472,22.399,56.4768,31.8375,48.2183,12.7834,0.0,1010.4337,91297,7.4044,44
Delhi,243,102.9082,162.4465,55.6361,4.063,22.8593,115.0462,35.1566,40.0329,7.5347,0.0,1007.224,322379,5.6441,96
Srinagar,62,35.7106,53.0144,21.2589,1.2042,6.1047,35.3592,4.6789,76.2297,5.3144,0.0,863.1928,67810,1.2112,20
Thane,111,61.2013,114.2039,29.1735,1.3606,24.1521,47.3318,27.5837,44.5856,15.2658,0.0,1008.9354,85813,8.8985,46
Patna,58,22.5287,49.0561,16.0907,1.1163,5.3274,53.6444,35.9439,38.8272,10.4962,0.0,1009.9233,79494,1.2494,14
Indore,81,46.6233,82.9281,24.7509,1.4439,14.5615,58.9973,22.4787,49.001,7.3989,0.0,1010.2169,74948,3.1448,29
Bangalore,153,75.3825,128.4486,42.5225,3.2087,12.5123,65.3037,27.2726,42.8431,13.1003,0.0,1008.7032,376407,3.7736,71
Patna,77,45.5813,77.014,23.7818,1.3487,12.0425,54.757,21.1514,43.198,8.2698,0.0,1010.9912,83834,2.8668,26
Chennai,68,40.4715,54.3777,22.7851,1.2603,8.157,25.1005,28.4299,76.6777,24.4937,0.0,1008.8728,190200,4.6366,24
Bhopal,89,43.4053,87.7604,22.1898,1.2973,15.5119,42.6698,27.0295,55.2766,12.9478,0.0,1012.4647,85569,4.8038,31
Bhopal,81,43.6351,84.1138,22.9563,1.1562,16.6301,47.987,18.0608,54.8889,9.1538,0.0,1014.2853,56034,4.1807,29
Agra,79,43.0049,75.0651,27.4752,1.2982,13.2577,65.5642,34.8305,41.8763,9.3785,0.0,1010.2028,85372,3.4576,24
Pune,68,42.4782,66.8009,22.3984,1.1627,14.8933,46.8074,16.8343,53.0117,8.3343,0.0,1009.5229,69429,3.3425,24
Hyderabad,171,81.4494,159.5517,49.2275,4.4212,8.1319,71.0619,16.5315,54.9767,10.3577,0.0,1015.0408,447643,2.3848,81
Nagpur,48,27.2082,40.3272,17.0344,0.9767,5.2008,42.4546,28.2086,35.4014,11.3355,0.0,1008.2553,78842,1.2779,13
Agra,50,11.2993,10.4792,22.0655,1.0175,14.7437,46.4997,28.7419,42.4461,11.6656,51.766,1008.3498,65292,4.0538,11
Chennai,127,68.3364,99.7193,32.4014,2.085,14.307,48.3164,28.4529,78.1511,16.113,0.0,1009.0069,231302,5.8607,62
Hyderabad,247,104.6797,177.2389,59.0755,4.1538,21.0736,88.0995,10.7727,58.8421,8.3782,0.0,1012.42,349268,5.7354,97
Kolkata,120,20.4103,10.8013,46.0733,3.4002,11.9108,71.1806,31.1127,42.428,11.7676,64.9477,1012.0324,369416,3.8941,35
Surat,80,6.5406,4.3671,32.712,1.6171,24.1159,53.7318,26.3526,76.4648,11.4862,31.4185,1005.5086,97619,7.5408,20
Surat,82,48.6337,80.7027,21.9865,1.2895,16.8908,31.6716,28.0084,86.176,20.6955,0.0,1013.7985,122254,7.4079,33
Varanasi,89,52.0582,80.4353,24.9451,1.5924,12.4976,58.1163,26.056,52.7844,9.6039,0.0,1009.4403,105900,3.6303,33
Patna,80,49.0907,76.5808,26.3767,1.435,12.1868,53.0827,21.5177,51.0821,8.4768,0.0,1010.2542,87194,3.2204,30
Patna,80,34.6705,77.7017,18.641,0.9632,9.6957,48.1332,37.3103,33.7074,11.7746,0.0,1008.8635,57664,3.4191,22
Kolkata,207,91.5323,157.6493,51.4724,3.946,15.9163,79.4291,25.7613,46.6781,9.3557,0.0,1009.1964,365995,4.318,90
Ahmedabad,67,14.3509,8.8716,25.5001,1.3306,20.8444,48.3951,30.8362,40.0026,13.4513,27.2692,1008.6266,94827,6.8572,15
Vadodara,204,90.0798,151.3771,39.9413,1.8248,33.7033,96.7177,35.9156,35.5921,7.4745,0.0,1008.2804,75069,8.221,89
Vadodara,86,52.6553,80.9319,27.7761,1.0916,17.7276,49.1996,32.8244,45.5882,13.6694,0.0,1006.6627,68573,6.4014,33
Nashik,154,76.453,128.3971,38.3838,1.3541,31.1626,74.9033,39.6571,25.9659,12.2927,0.0,1012.2502,50371,10.0,71
Rajkot,115,66.0654,113.1018,35.6134,1.7133,23.7221,69.6062,28.0984,45.5407,8.2023,0.0,1008.2826,81473,6.4207,53
Bangalore,108,62.6191,107.7794,36.5726,2.1421,18.1398,63.5182,26.1271,45.4384,12.1659,0.0,1006.5118,201150,5.6396,47
Chennai,110,57.5522,113.7472,35.5101,2.3847,12.582,49.9173,34.6178,67.783,17.1236,0.0,1009.3032,321078,4.6776,48
Hyderabad,236,100.9547,158.9666,63.2038,5.1198,13.3887,100.1615,21.1429,49.465,8.5072,0.0,1011.0349,472343,3.1148,95
Pune,82,34.0907,40.5552,29.4975,1.6615,16.3357,67.9795,28.685,44.223,8.3429,16.6736,1012.1571,90730,4.3353,25
Thane,140,71.7732,113.3537,34.4764,1.479,25.1678,69.1927,26.9494,40.2185,11.3811,0.0,1013.4188,80502,7.7058,64
Thane,71,41.6294,50.6774,33.6811,1.2595,22.9411,63.1995,24.9723,45.8094,11.7093,13.1087,1008.1478,85642,6.6003,22
Agra,73,43.7059,72.9522,22.1171,1.3831,10.0985,52.2579,21.4543,53.3998,8.7359,0.0,1011.3924,90178,2.563,25
Hyderabad,186,85.5156,154.1861,52.3897,3.5377,19.009,88.0305,28.6716,42.555,9.1231,0.0,1011.7459,319666,5.286,84
Pune,66,36.7988,66.5554,24.119,1.1708,8.9658,53.1629,30.0519,43.189,11.5561,0.0,1010.1737,79808,2.9087,20
Nagpur,67,15.4435,9.5424,25.567,1.429,15.8695,60.4339,22.7154,44.4754,7.7123,40.2311,1011.107,67553,3.9328,17
Pune,72,42.8443,69.8317,21.1228,1.4639,8.3577,56.8672,33.8424,40.7109,10.2606,0.0,1009.3924,106169,2.2178,24
Bangalore,175,82.4011,143.5597,48.2005,3.1604,17.7284,101.8562,42.4158,35.153,9.5332,0.0,1006.8528,302375,5.0038,80
Srinagar,144,72.8086,113.2228,36.5227,1.9169,21.1142,69.0685,19.0346,71.5444,6.0244,0.0,859.1399,96211,4.7872,69
Bangalore,141,72.0095,120.4422,35.1218,2.605,13.3338,61.9613,25.1752,45.5287,12.2098,0.0,1009.571,258249,4.562,65
Surat,87,43.8257,87.727,22.6124,1.0129,17.4784,32.6936,27.6191,78.558,18.4151,0.0,1016.2963,87708,7.0213,33
Bangalore,227,98.6344,171.6778,56.1193,3.9077,19.6763,97.362,27.2464,41.4002,9.3803,0.0,1011.8392,346697,5.4916,94
Pune,48,19.6554,39.214,13.9366,0.8863,4.4443,48.7089,35.855,37.4364,12.6594,0.0,1009.2263,91450,0.7956,12
Delhi,299,119.7984,194.5474,65.4613,4.3873,27.3699,112.3108,17.2633,46.8952,6.6479,0.0,1010.1984,334726,6.3077,99
Indore,63,31.4246,55.2488,19.1885,1.2178,8.6222,52.3012,26.0894,40.5423,11.1733,0.0,1008.5353,81674,2.1422,17
Bangalore,139,71.779,120.5891,40.7565,2.1154,19.8385,58.6723,8.7079,57.954,9.2409,0.0,1012.7997,182615,5.0758,66
Delhi,109,50.8321,69.504,35.0836,2.4578,14.0566,48.743,24.3906,46.1953,14.7649,8.5496,1010.444,292630,5.1749,41
Thane,148,74.3305,116.9579,37.5523,1.7737,28.242,71.5586,27.7394,40.5664,9.825,0.0,1011.3036,99906,7.5353,69
Delhi,183,85.3434,145.3164,51.2809,4.3802,10.6647,68.475,24.6181,45.2603,11.8576,0.0,1012.6918,493443,3.2972,85
Bhopal,70,36.9866,68.9744,22.0022,1.1183,15.9856,41.2864,27.6367,41.993,11.4548,0.0,1009.5931,42343,4.6221,21
Vadodara,127,68.2308,129.0147,35.3766,1.3438,24.6336,58.3185,18.7261,39.7497,10.6086,0.0,1006.6464,55122,7.6761,57
Nashik,114,63.3839,119.1202,34.2581,1.2158,24.6761,52.304,23.122,34.4538,12.5389,0.0,1009.9848,83018,8.1978,48
Meerut,70,6.1201,18.3366,22.0786,1.3624,14.029,51.0724,24.2914,50.8286,9.7603,39.8636,1004.4832,86205,3.4369,15
Thane,103,55.8818,105.0836,27.9125,1.0612,24.0428,55.869,22.7865,45.6234,9.6579,0.0,1014.493,32594,6.8041,41
Lucknow,60,31.6566,61.5782,18.0517,0.9363,10.9425,36.164,25.8897,47.8223,15.2033,0.0,1012.4026,59274,3.7928,18
Rajkot,63,36.46,65.6624,16.7136,1.0357,10.5199,36.9695,28.6409,42.762,15.1838,0.0,1009.2428,75767,3.4375,19
Patna,84,47.3809,87.2397,23.7582,1.1005,14.1005,63.7279,36.521,29.0239,8.912,0.0,1010.1802,65394,3.6286,29
Thane,116,64.552,107.9883,32.4429,1.5943,21.0805,55.8649,15.2312,51.0414,8.8833,0.0,1010.1752,77857,5.571,51
Agra,64,39.9588,55.0675,19.2053,1.1284,11.9749,34.9225,14.1538,52.8263,11.0156,0.0,1014.6253,63537,3.4238,21
Indore,57,33.0638,52.4097,15.5712,0.7513,8.1032,31.4615,20.3589,46.075,15.2321,0.0,1010.3884,60633,2.747,16
Bangalore,253,106.3311,167.4634,57.4666,4.404,21.866,77.9364,8.9053,58.0183,9.0766,0.0,1012.5057,391416,5.6577,97
Ludhiana,189,86.9613,152.9784,45.3386,2.0621,32.5626,84.0845,21.3846,47.848,7.0843,0.0,1007.3966,97424,8.0344,86
Meerut,102,60.7289,88.086,32.4028,1.5554,19.1994,80.0708,36.878,38.093,8.2979,0.0,1008.1515,94961,4.8866,42
Varanasi,132,69.0106,103.2586,32.6406,1.5835,23.2974,72.7324,26.3689,42.4007,7.8242,0.0,1009.5254,82449,5.858,59
Agra,65,23.4625,25.847,25.6272,1.2462,10.1619,54.2641,32.0874,39.5641,11.9228,15.3019,1007.3578,103810,2.9281,16
Meerut,72,43.2312,64.378,20.0361,1.0623,10.4955,57.6569,34.7237,39.4056,11.0931,0.0,1009.4246,93507,2.9601,23
Patna,57,27.5485,53.0454,16.3806,1.1045,6.3593,29.3007,18.1323,38.888,15.0633,0.0,1012.3335,98678,2.1744,15
Patna,84,50.8754,79.1577,27.1734,1.4395,16.8958,66.3636,28.102,36.3952,8.0193,0.0,1014.6266,69077,4.1933,30
Bangalore,163,79.7911,116.0375,44.7095,4.0352,7.3917,71.5028,19.1399,49.8763,10.4226,0.0,1010.8785,417696,2.0035,78
Jaipur,60,32.096,57.0788,17.1715,1.1385,8.377,57.6419,31.7581,45.2558,9.4281,0.0,1008.278,93397,1.7947,16
Rajkot,62,32.9796,57.5458,18.0141,1.1908,6.7982,47.9596,22.1927,54.2143,8.0962,0.0,1011.8106,64186,1.7071,18
Nagpur,63,35.1467,61.4671,17.6941,1.1905,10.1158,36.4816,23.7075,46.8012,13.8607,0.0,1008.6674,80419,3.2379,18
Mumbai,224,97.3701,168.2621,52.8527,3.5575,25.9343,85.1389,27.7418,83.9247,9.5575,0.0,1009.2368,318214,7.0283,95
Srinagar,115,55.5102,121.6627,36.6509,1.7587,18.9999,78.4606,22.6114,64.1632,5.3851,0.0,861.3915,76935,4.1604,49
Patna,86,48.3178,84.2603,27.3726,1.6523,14.7025,68.2041,35.5756,34.2451,9.0956,0.0,1008.1785,119436,3.7651,29
Jaipur,93,49.1845,93.6956,25.6919,1.3378,13.0453,71.007,40.9929,25.8283,10.0653,0.0,1006.0917,99836,3.4907,32
Indore,89,45.9691,87.3123,27.563,1.438,13.7091,59.6818,18.8167,43.2528,7.6162,0.0,1012.3336,97745,3.4727,30
Varanasi,89,54.393,86.2409,21.6473,1.5049,13.7621,59.7111,36.555,36.769,10.4357,0.0,1008.0644,100804,3.9244,34
Nagpur,66,39.5315,65.8736,24.4659,0.7303,14.141,65.1216,33.9682,33.54,9.4751,0.0,1010.7481,35744,3.8193,20
Ludhiana,114,64.3573,107.4698,31.613,1.4692,22.4648,47.5497,9.2434,60.9388,11.0676,0.0,1007.8179,71681,7.3653,52
Bhopal,42,9.8823,6.9575,8.1563,0.8282,3.8354,36.4766,34.6569,29.6975,14.22,23.9858,1009.1269,75509,0.8675,8
